user_id,name,age,occupation,city,month,income,rent,food,transport,shopping,entertainment,medical,emi,investment,total_expense,savings,saving_ratio,financial_category,risk_level
2,Dev Choudhary,44,Manager,Delhi,2025-08,122626,30476,12261,7908,18917,12160,6972,7577,12487,108758,13868,0.11,High Spender,High
2,Dev Choudhary,44,Manager,Delhi,2025-09,121850,26419,13943,10552,18634,5844,3487,0,8582,87461,34389,0.28,Balanced,Medium
2,Dev Choudhary,44,Manager,Delhi,2025-10,118205,17904,11872,8709,21637,10311,4427,13698,24814,113372,4833,0.04,High Spender,High
2,Dev Choudhary,44,Manager,Delhi,2025-11,111893,28369,10293,6400,16890,4022,1962,10109,7535,85580,26313,0.24,Balanced,Medium
2,Dev Choudhary,44,Manager,Delhi,2025-12,122330,22427,14696,11777,18742,4110,1540,0,20571,93863,28467,0.23,Balanced,Medium
3,Yash Bansal,30,Accountant,Mumbai,2025-01,49424,10266,4059,4248,7585,1394,6639,5281,12223,51695,0,0.0,High Spender,High
3,Yash Bansal,30,Accountant,Mumbai,2025-02,43626,11001,4410,2077,3481,1712,5304,8341,6930,43256,370,0.01,High Spender,High
3,Yash Bansal,30,Accountant,Mumbai,2025-03,54102,7626,9251,2962,5836,3606,4733,0,8459,42473,11629,0.21,Balanced,Medium
3,Yash Bansal,30,Accountant,Mumbai,2025-04,49012,9885,8198,4134,6540,4023,1727,0,7091,41598,7414,0.15,Balanced,Medium
3,Yash Bansal,30,Accountant,Mumbai,2025-05,52316,7285,4508,4068,6289,3065,6861,0,5215,37291,15025,0.29,Balanced,Medium
3,Yash Bansal,30,Accountant,Mumbai,2025-06,44972,5700,4037,2772,1562,4115,1019,10262,7757,37224,7748,0.17,Balanced,Medium
3,Yash Bansal,30,Accountant,Mumbai,2025-07,48717,10570,4868,2406,5670,4120,4659,7057,11426,50776,0,0.0,High Spender,High
3,Yash Bansal,30,Accountant,Mumbai,2025-08,43754,11131,4100,1685,4601,1129,2471,0,4048,29165,14589,0.33,Investor,Low
3,Yash Bansal,30,Accountant,Mumbai,2025-09,45395,11141,7703,1852,6888,3305,1671,0,11054,43614,1781,0.04,High Spender,High
3,Yash Bansal,30,Accountant,Mumbai,2025-10,44032,10544,3937,4048,2539,3233,2332,5645,10955,43233,799,0.02,High Spender,High
3,Yash Bansal,30,Accountant,Mumbai,2025-11,47051,8199,4685,2460,7187,1014,5038,10514,8969,48066,0,0.0,High Spender,High
3,Yash Bansal,30,Accountant,Mumbai,2025-12,46732,8086,6654,3077,1912,4617,6958,0,3122,34426,12306,0.26,Balanced,Medium
4,Ishaan Sharma,32,Freelancer,Delhi,2025-01,89264,23728,14451,4293,4944,8349,5174,11103,6060,78102,11162,0.13,High Spender,High
4,Ishaan Sharma,32,Freelancer,Delhi,2025-02,76287,18914,7501,7069,5776,1628,1225,0,13093,55206,21081,0.28,Balanced,Medium
4,Ishaan Sharma,32,Freelancer,Delhi,2025-03,78988,10320,13133,4878,6923,5074,2694,0,4631,47653,31335,0.4,Investor,Low
4,Ishaan Sharma,32,Freelancer,Delhi,2025-04,86970,13754,7909,3591,3353,3143,3055,13300,13586,61691,25279,0.29,Balanced,Medium
4,Ishaan Sharma,32,Freelancer,Delhi,2025-05,78717,13098,10233,3341,7005,1688,2551,0,4226,42142,36575,0.46,Investor,Low
4,Ishaan Sharma,32,Freelancer,Delhi,2025-06,83629,17408,8274,5288,15796,2383,5825,10080,13312,78366,5263,0.06,High Spender,High
4,Ishaan Sharma,32,Freelancer,Delhi,2025-07,81785,22511,9060,3685,5645,2935,6289,0,10708,60833,20952,0.26,Balanced,Medium
4,Ishaan Sharma,32,Freelancer,Delhi,2025-08,81039,22455,13265,2512,11047,7324,4028,0,5421,66052,14987,0.18,Balanced,Medium
4,Ishaan Sharma,32,Freelancer,Delhi,2025-09,89128,16126,11639,8731,11746,6721,870,0,7264,63097,26031,0.29,Balanced,Medium
4,Ishaan Sharma,32,Freelancer,Delhi,2025-10,82649,9965,9621,4382,16317,3792,782,0,10026,54885,27764,0.34,Investor,Low
4,Ishaan Sharma,32,Freelancer,Delhi,2025-11,75362,13086,6661,3732,10665,3003,6858,0,7749,51754,23608,0.31,Investor,Low
4,Ishaan Sharma,32,Freelancer,Delhi,2025-12,76815,10985,10652,4422,6217,5405,1192,0,13942,52815,24000,0.31,Investor,Low
5,Isha Yadav,45,Manager,Bengaluru,2025-01,44245,10435,6385,1462,7610,4042,5639,0,10263,45836,0,0.0,High Spender,High
5,Isha Yadav,45,Manager,Bengaluru,2025-02,51924,10421,8489,4482,8852,3464,6326,0,3479,45513,6411,0.12,High Spender,High
5,Isha Yadav,45,Manager,Bengaluru,2025-03,40275,5690,4674,1504,6930,2605,5642,0,5955,33000,7275,0.18,Balanced,Medium
5,Isha Yadav,45,Manager,Bengaluru,2025-04,39644,7655,3449,3777,7240,1084,4808,4082,3981,36076,3568,0.09,High Spender,High
5,Isha Yadav,45,Manager,Bengaluru,2025-05,40809,10421,4222,3385,2825,2938,4271,11092,2666,41820,0,0.0,High Spender,High
5,Isha Yadav,45,Manager,Bengaluru,2025-06,50791,8429,4300,3773,3235,3452,3217,7160,8849,42415,8376,0.16,Balanced,Medium
5,Isha Yadav,45,Manager,Bengaluru,2025-07,41776,5096,3595,2039,6025,3148,6035,11021,8011,44970,0,0.0,High Spender,High
5,Isha Yadav,45,Manager,Bengaluru,2025-08,44268,8603,5605,1695,8053,1590,1203,0,4777,31526,12742,0.29,Balanced,Medium
5,Isha Yadav,45,Manager,Bengaluru,2025-09,40842,10258,7221,2510,3090,1502,2226,0,3199,30006,10836,0.27,Balanced,Medium
5,Isha Yadav,45,Manager,Bengaluru,2025-10,48176,7799,5586,3480,6618,2040,1423,14523,4638,46107,2069,0.04,High Spender,High
5,Isha Yadav,45,Manager,Bengaluru,2025-11,47554,8704,4560,4588,6936,2493,6457,5305,5649,44692,2862,0.06,High Spender,High
5,Isha Yadav,45,Manager,Bengaluru,2025-12,44768,6238,5064,2360,3917,2321,2103,0,10310,32313,12455,0.28,Balanced,Medium
6,Kabir Singh,44,Teacher,Bengaluru,2025-01,80792,10682,13939,6697,14156,3429,922,13845,14299,77969,2823,0.03,High Spender,High
6,Kabir Singh,44,Teacher,Bengaluru,2025-02,73578,11764,7841,4839,4582,3669,4004,3475,17120,57294,16284,0.22,Balanced,Medium
6,Kabir Singh,44,Teacher,Bengaluru,2025-03,80218,16675,12189,2684,12393,4497,6665,5270,11801,72174,8044,0.1,High Spender,High
6,Kabir Singh,44,Teacher,Bengaluru,2025-04,80151,11250,10196,4332,6461,6341,5847,7262,14523,66212,13939,0.17,Balanced,Medium
6,Kabir Singh,44,Teacher,Bengaluru,2025-05,76067,15008,11173,2919,10599,1978,4600,0,10694,56971,19096,0.25,Balanced,Medium
6,Kabir Singh,44,Teacher,Bengaluru,2025-06,76592,21402,9573,3046,4803,2087,3301,0,8720,52932,23660,0.31,Investor,Low
6,Kabir Singh,44,Teacher,Bengaluru,2025-07,77173,12450,10569,7108,12150,4091,3890,0,9675,59933,17240,0.22,Balanced,Medium
6,Kabir Singh,44,Teacher,Bengaluru,2025-08,76680,18429,9954,5382,6995,5746,4835,0,5254,56595,20085,0.26,Balanced,Medium
6,Kabir Singh,44,Teacher,Bengaluru,2025-09,75209,13652,10873,4529,6245,6403,678,0,10156,52536,22673,0.3,Investor,Low
6,Kabir Singh,44,Teacher,Bengaluru,2025-10,83651,22026,10651,5947,2512,4293,4824,10670,8339,69262,14389,0.17,Balanced,Medium
6,Kabir Singh,44,Teacher,Bengaluru,2025-11,72925,11362,6942,7148,3537,6273,6242,13606,4886,59996,12929,0.18,Balanced,Medium
6,Kabir Singh,44,Teacher,Bengaluru,2025-12,83867,10594,13270,3881,15631,6008,2988,5096,13053,70521,13346,0.16,Balanced,Medium
7,Dev Kapoor,28,Teacher,Jaipur,2025-01,67959,18414,6739,3279,11171,1365,4903,7940,7184,60995,6964,0.1,High Spender,High
7,Dev Kapoor,28,Teacher,Jaipur,2025-02,64550,14403,10868,4084,4512,2566,3873,14545,3941,58792,5758,0.09,High Spender,High
7,Dev Kapoor,28,Teacher,Jaipur,2025-03,62547,12492,9222,3715,4611,4590,3532,6715,3553,48430,14117,0.23,Balanced,Medium
7,Dev Kapoor,28,Teacher,Jaipur,2025-04,64905,15248,7544,3747,2021,2814,4635,0,9679,45688,19217,0.3,Investor,Low
7,Dev Kapoor,28,Teacher,Jaipur,2025-05,62650,10642,10149,2891,4237,5064,2916,4785,10777,51461,11189,0.18,Balanced,Medium
7,Dev Kapoor,28,Teacher,Jaipur,2025-06,63025,12454,10779,2139,8263,5908,945,0,15430,55918,7107,0.11,High Spender,High
7,Dev Kapoor,28,Teacher,Jaipur,2025-07,61692,11503,9314,2645,6566,4747,3073,0,14578,52426,9266,0.15,Balanced,Medium
7,Dev Kapoor,28,Teacher,Jaipur,2025-08,64761,9747,9406,4321,7090,2910,6442,9203,15995,65114,0,0.0,High Spender,High
7,Dev Kapoor,28,Teacher,Jaipur,2025-09,66615,9797,5348,3303,5978,6424,1513,0,8395,40758,25857,0.39,Investor,Low
7,Dev Kapoor,28,Teacher,Jaipur,2025-10,71961,18094,11672,4337,2761,4164,3553,11872,6376,62829,9132,0.13,High Spender,High
7,Dev Kapoor,28,Teacher,Jaipur,2025-11,65334,15547,8327,4848,4714,4575,3815,3666,3722,49214,16120,0.25,Balanced,Medium
7,Dev Kapoor,28,Teacher,Jaipur,2025-12,60392,15009,5205,2635,2457,4133,3473,7461,14586,54959,5433,0.09,High Spender,High
8,Kavya Sharma,37,Manager,Mumbai,2025-01,59042,13901,8239,5100,11271,1489,2415,4757,11401,58573,469,0.01,High Spender,High
8,Kavya Sharma,37,Manager,Mumbai,2025-02,66611,18159,7903,3168,6866,3961,4567,0,14022,58646,7965,0.12,High Spender,High
8,Kavya Sharma,37,Manager,Mumbai,2025-03,71080,11979,10605,2885,4985,6318,4274,0,10830,51876,19204,0.27,Balanced,Medium
8,Kavya Sharma,37,Manager,Mumbai,2025-04,65398,15725,6849,2258,2338,4199,3168,5632,14825,54994,10404,0.16,Balanced,Medium
8,Kavya Sharma,37,Manager,Mumbai,2025-05,60163,9769,5318,2210,6903,4619,4161,0,4607,37587,22576,0.38,Investor,Low
8,Kavya Sharma,37,Manager,Mumbai,2025-06,66532,14587,9807,5479,11575,4867,1492,7815,7044,62666,3866,0.06,High Spender,High
8,Kavya Sharma,37,Manager,Mumbai,2025-07,63366,11385,9746,2784,4566,2511,1756,0,7304,40052,23314,0.37,Investor,Low
8,Kavya Sharma,37,Manager,Mumbai,2025-08,65470,10492,6847,4376,9194,1836,4300,0,3332,40377,25093,0.38,Investor,Low
8,Kavya Sharma,37,Manager,Mumbai,2025-09,72401,11365,9037,4066,12964,2796,912,0,17089,58229,14172,0.2,Balanced,Medium
8,Kavya Sharma,37,Manager,Mumbai,2025-10,65079,13147,6363,4699,10526,4762,551,4733,6086,50867,14212,0.22,Balanced,Medium
8,Kavya Sharma,37,Manager,Mumbai,2025-11,65021,11339,5488,6501,2373,5109,2166,3186,8569,44731,20290,0.31,Investor,Low
8,Kavya Sharma,37,Manager,Mumbai,2025-12,65072,9736,7237,2878,10749,4154,1018,0,13611,49383,15689,0.24,Balanced,Medium
9,Saanvi Choudhary,30,Teacher,Delhi,2025-01,83529,13647,14936,6410,8439,2013,6605,12281,11093,75424,8105,0.1,High Spender,High
9,Saanvi Choudhary,30,Teacher,Delhi,2025-02,72434,18708,13013,4017,4601,5667,2168,3096,16683,67953,4481,0.06,High Spender,High
9,Saanvi Choudhary,30,Teacher,Delhi,2025-03,79078,10925,7041,5570,7275,6472,1564,0,12676,51523,27555,0.35,Investor,Low
9,Saanvi Choudhary,30,Teacher,Delhi,2025-04,82632,20578,9888,5792,15504,6526,1906,5390,8813,74397,8235,0.1,High Spender,High
9,Saanvi Choudhary,30,Teacher,Delhi,2025-05,80674,11898,6995,4587,12754,6725,2116,0,17543,62618,18056,0.22,Balanced,Medium
9,Saanvi Choudhary,30,Teacher,Delhi,2025-06,72848,20112,9344,2457,13655,3717,6335,0,12971,68591,4257,0.06,High Spender,High
9,Saanvi Choudhary,30,Teacher,Delhi,2025-07,75774,16622,10719,3313,8365,4943,841,0,9601,54404,21370,0.28,Balanced,Medium
9,Saanvi Choudhary,30,Teacher,Delhi,2025-08,74152,10671,13130,6458,4652,6726,6705,0,13612,61954,12198,0.16,Balanced,Medium
9,Saanvi Choudhary,30,Teacher,Delhi,2025-09,77447,10752,10838,5305,10579,3446,3941,0,10466,55327,22120,0.29,Balanced,Medium
9,Saanvi Choudhary,30,Teacher,Delhi,2025-10,82930,14827,10810,3525,2537,8201,4311,6854,16810,67875,15055,0.18,Balanced,Medium
9,Saanvi Choudhary,30,Teacher,Delhi,2025-11,84915,21316,13896,7365,8326,2154,3437,10054,5803,72351,12564,0.15,Balanced,Medium
9,Saanvi Choudhary,30,Teacher,Delhi,2025-12,79377,15930,11565,2607,4139,7443,3070,0,4830,49584,29793,0.38,Investor,Low
10,Ananya Jain,29,Engineer,Jaipur,2025-01,112488,25963,10231,4411,20311,4840,1852,0,7098,74706,37782,0.34,Investor,Low
10,Ananya Jain,29,Engineer,Jaipur,2025-02,106243,23126,11179,5595,14268,9817,4238,5352,15983,89558,16685,0.16,Balanced,Medium
10,Ananya Jain,29,Engineer,Jaipur,2025-03,108360,16615,11517,7088,9128,2486,1991,0,19213,68038,40322,0.37,Investor,Low
10,Ananya Jain,29,Engineer,Jaipur,2025-04,105051,24030,17810,4392,17168,3068,4847,3795,25551,100661,4390,0.04,High Spender,High
10,Ananya Jain,29,Engineer,Jaipur,2025-05,107916,22535,14892,9904,5156,10730,5659,9459,11110,89445,18471,0.17,Balanced,Medium
10,Ananya Jain,29,Engineer,Jaipur,2025-06,106538,22626,12361,8898,11206,3637,6591,3791,22795,91905,14633,0.14,High Spender,High
10,Ananya Jain,29,Engineer,Jaipur,2025-07,104649,17749,18480,9514,19657,9591,6505,0,9871,91367,13282,0.13,High Spender,High
10,Ananya Jain,29,Engineer,Jaipur,2025-08,105261,23006,12970,6935,19182,3216,2361,0,5732,73402,31859,0.3,Investor,Low
10,Ananya Jain,29,Engineer,Jaipur,2025-09,100536,21186,11096,6697,12144,5334,2967,0,9132,68556,31980,0.32,Investor,Low
10,Ananya Jain,29,Engineer,Jaipur,2025-10,110716,27961,10613,3430,18407,8480,4193,0,19667,92751,17965,0.16,Balanced,Medium
10,Ananya Jain,29,Engineer,Jaipur,2025-11,111397,27308,13389,5402,3559,7975,5106,8739,18979,90457,20940,0.19,Balanced,Medium
10,Ananya Jain,29,Engineer,Jaipur,2025-12,108974,25866,11425,10161,4084,6813,3825,0,8918,71092,37882,0.35,Investor,Low
11,Shruti Verma,21,Sales Executive,Delhi,2025-01,77424,15710,11169,5832,7788,5346,4666,0,8520,59031,18393,0.24,Balanced,Medium
11,Shruti Verma,21,Sales Executive,Delhi,2025-02,74950,20914,11424,4755,9108,3748,4077,0,14866,68892,6058,0.08,High Spender,High
11,Shruti Verma,21,Sales Executive,Delhi,2025-03,81569,12077,14654,3939,11377,2435,6641,14388,15688,81199,370,0.0,High Spender,High
11,Shruti Verma,21,Sales Executive,Delhi,2025-04,78513,17409,11613,6124,14598,7674,2921,0,5266,65605,12908,0.16,Balanced,Medium
11,Shruti Verma,21,Sales Executive,Delhi,2025-05,82469,10097,8744,3837,12903,7882,6612,0,18640,68715,13754,0.17,Balanced,Medium
11,Shruti Verma,21,Sales Executive,Delhi,2025-06,79539,17196,9381,7129,14848,7837,4893,10692,17334,89310,0,0.0,High Spender,High
11,Shruti Verma,21,Sales Executive,Delhi,2025-07,85585,10357,7073,8293,5969,7769,6965,6472,14936,67834,17751,0.21,Balanced,Medium
11,Shruti Verma,21,Sales Executive,Delhi,2025-08,75430,15872,7328,2436,3697,5261,1825,0,14342,50761,24669,0.33,Investor,Low
11,Shruti Verma,21,Sales Executive,Delhi,2025-09,74661,9456,11144,5552,11086,5893,1038,12674,6709,63552,11109,0.15,Balanced,Medium
11,Shruti Verma,21,Sales Executive,Delhi,2025-10,87583,17991,12823,8020,13880,6735,3644,0,7982,71075,16508,0.19,Balanced,Medium
11,Shruti Verma,21,Sales Executive,Delhi,2025-11,75990,9530,13292,7126,12016,2051,6655,13347,11050,75067,923,0.01,High Spender,High
11,Shruti Verma,21,Sales Executive,Delhi,2025-12,76329,10354,11887,3385,6430,4114,671,8749,18015,63605,12724,0.17,Balanced,Medium
12,Vivaan Kapoor,44,Manager,Pune,2025-01,93825,24039,13306,3018,9400,5152,6832,4610,13490,79847,13978,0.15,Balanced,Medium
12,Vivaan Kapoor,44,Manager,Pune,2025-02,86813,17888,8825,7844,3945,7429,1895,0,13430,61256,25557,0.29,Balanced,Medium
12,Vivaan Kapoor,44,Manager,Pune,2025-03,90749,21956,16133,2750,10294,5383,2011,11103,21910,91540,0,0.0,High Spender,High
12,Vivaan Kapoor,44,Manager,Pune,2025-04,94465,15274,16473,4710,6282,7175,4582,0,22458,76954,17511,0.19,Balanced,Medium
12,Vivaan Kapoor,44,Manager,Pune,2025-05,98588,13106,15654,7768,16146,6924,3413,4558,23237,90806,7782,0.08,High Spender,High
12,Vivaan Kapoor,44,Manager,Pune,2025-06,98234,13142,16586,3120,6389,4033,4964,0,12363,60597,37637,0.38,Investor,Low
12,Vivaan Kapoor,44,Manager,Pune,2025-07,96359,15164,12149,6476,15249,7731,5794,3555,16026,82144,14215,0.15,Balanced,Medium
12,Vivaan Kapoor,44,Manager,Pune,2025-08,94573,13699,15539,7220,14766,3174,4094,14289,15683,88464,6109,0.06,High Spender,High
12,Vivaan Kapoor,44,Manager,Pune,2025-09,88090,15279,12708,6937,10245,3646,6682,0,17148,72645,15445,0.18,Balanced,Medium
12,Vivaan Kapoor,44,Manager,Pune,2025-10,90081,21232,12637,4900,6319,8689,2619,0,7469,63865,26216,0.29,Balanced,Medium
12,Vivaan Kapoor,44,Manager,Pune,2025-11,96804,13190,11463,9570,15985,7614,4062,0,6955,68839,27965,0.29,Balanced,Medium
12,Vivaan Kapoor,44,Manager,Pune,2025-12,87775,14476,14792,5483,2821,7754,4076,0,13174,62576,25199,0.29,Balanced,Medium
13,Riya Singh,50,Engineer,Delhi,2025-01,63604,15145,5123,2986,11130,4839,5312,13603,13941,72079,0,0.0,High Spender,High
13,Riya Singh,50,Engineer,Delhi,2025-02,64655,15229,10862,5442,9634,5702,6067,0,9102,62038,2617,0.04,High Spender,High
13,Riya Singh,50,Engineer,Delhi,2025-03,58841,9506,8829,5450,4189,3060,6337,0,5884,43255,15586,0.26,Balanced,Medium
13,Riya Singh,50,Engineer,Delhi,2025-04,60652,11962,4971,5464,7163,4420,1999,13723,12472,62174,0,0.0,High Spender,High
13,Riya Singh,50,Engineer,Delhi,2025-05,60081,15206,10262,2249,4368,2248,6367,6273,4218,51191,8890,0.15,Balanced,Medium
13,Riya Singh,50,Engineer,Delhi,2025-06,63126,12188,6344,3995,2066,5265,3530,11547,8337,53272,9854,0.16,Balanced,Medium
13,Riya Singh,50,Engineer,Delhi,2025-07,61199,9401,9084,3517,9770,1823,5529,0,6149,45273,15926,0.26,Balanced,Medium
13,Riya Singh,50,Engineer,Delhi,2025-08,59969,11031,4877,3556,6086,4549,3384,12505,4308,50296,9673,0.16,Balanced,Medium
13,Riya Singh,50,Engineer,Delhi,2025-09,58685,14004,10210,3925,3944,4936,3710,0,4865,45594,13091,0.22,Balanced,Medium
13,Riya Singh,50,Engineer,Delhi,2025-10,66436,8704,10619,2891,9246,5159,1698,8785,9541,56643,9793,0.15,Balanced,Medium
13,Riya Singh,50,Engineer,Delhi,2025-11,58535,14141,8485,4951,6427,4840,2387,7381,10974,59586,0,0.0,High Spender,High
13,Riya Singh,50,Engineer,Delhi,2025-12,60694,13875,7778,5242,10063,2952,5860,7945,8855,62570,0,0.0,High Spender,High
14,Dev Yadav,26,Manager,Delhi,2025-01,73735,13391,6527,5126,6282,7034,4847,0,13380,56587,17148,0.23,Balanced,Medium
14,Dev Yadav,26,Manager,Delhi,2025-02,63172,17200,9197,3000,2985,1984,2413,6041,7535,50355,12817,0.2,Balanced,Medium
14,Dev Yadav,26,Manager,Delhi,2025-03,62237,9545,7483,4195,8315,4670,6900,4481,5568,51157,11080,0.18,Balanced,Medium
14,Dev Yadav,26,Manager,Delhi,2025-04,71086,10954,6245,6308,10244,2086,1470,7333,6883,51523,19563,0.28,Balanced,Medium
14,Dev Yadav,26,Manager,Delhi,2025-05,62018,12138,8417,3963,11406,4715,2519,0,9793,52951,9067,0.15,Balanced,Medium
14,Dev Yadav,26,Manager,Delhi,2025-06,71771,8688,11775,4504,9017,5255,4315,9143,9600,62297,9474,0.13,High Spender,High
14,Dev Yadav,26,Manager,Delhi,2025-07,70810,9351,10175,5277,2467,4869,6091,0,10771,49001,21809,0.31,Investor,Low
14,Dev Yadav,26,Manager,Delhi,2025-08,67676,16319,6391,3041,6811,2040,1273,13797,8003,57675,10001,0.15,Balanced,Medium
14,Dev Yadav,26,Manager,Delhi,2025-09,72491,14794,11385,3244,7537,3899,5038,3863,7870,57630,14861,0.21,Balanced,Medium
14,Dev Yadav,26,Manager,Delhi,2025-10,73297,14585,8309,7249,13076,3487,2167,13724,15274,77871,0,0.0,High Spender,High
14,Dev Yadav,26,Manager,Delhi,2025-11,65157,9823,9859,2536,12729,1759,828,9535,10365,57434,7723,0.12,High Spender,High
14,Dev Yadav,26,Manager,Delhi,2025-12,60550,11126,5500,2013,10277,3512,6774,0,12582,51784,8766,0.14,High Spender,High
15,Shruti Choudhary,45,Designer,Pune,2025-01,110616,17034,16227,6863,17660,3109,1985,3605,22665,89148,21468,0.19,Balanced,Medium
15,Shruti Choudhary,45,Designer,Pune,2025-02,120000,14657,20063,4765,9910,9217,2974,6027,6821,74434,45566,0.38,Investor,Low
15,Shruti Choudhary,45,Designer,Pune,2025-03,109591,20702,15800,10451,4305,7167,822,4947,18089,82283,27308,0.25,Balanced,Medium
15,Shruti Choudhary,45,Designer,Pune,2025-04,115886,22184,9434,6617,15138,11011,1772,10789,18514,95459,20427,0.18,Balanced,Medium
15,Shruti Choudhary,45,Designer,Pune,2025-05,110615,24680,11197,4493,3610,2254,6101,0,27358,79693,30922,0.28,Balanced,Medium
15,Shruti Choudhary,45,Designer,Pune,2025-06,110701,17149,10199,6981,8504,7253,4192,0,13635,67913,42788,0.39,Investor,Low
15,Shruti Choudhary,45,Designer,Pune,2025-07,121499,28451,20114,9851,5385,8540,6310,11160,22344,112155,9344,0.08,High Spender,High
15,Shruti Choudhary,45,Designer,Pune,2025-08,113419,30187,9670,3656,4570,10283,6124,0,14493,78983,34436,0.3,Investor,Low
15,Shruti Choudhary,45,Designer,Pune,2025-09,114376,27074,11048,10324,12887,2834,3511,12420,16465,96563,17813,0.16,Balanced,Medium
15,Shruti Choudhary,45,Designer,Pune,2025-10,111984,16034,17887,6207,15636,7881,3923,10814,23026,101408,10576,0.09,High Spender,High
15,Shruti Choudhary,45,Designer,Pune,2025-11,116674,31640,18488,8129,9299,2899,5832,14522,26124,116933,0,0.0,High Spender,High
15,Shruti Choudhary,45,Designer,Pune,2025-12,121147,33484,19762,8732,9989,6576,2516,9171,22650,112880,8267,0.07,High Spender,High
16,Kavya Mehta,49,Freelancer,Jaipur,2025-01,66452,10823,6361,6275,10616,5492,2863,0,6962,49392,17060,0.26,Balanced,Medium
16,Kavya Mehta,49,Freelancer,Jaipur,2025-02,76088,18836,10255,6421,8749,4775,4923,12071,15938,81968,0,0.0,High Spender,High
16,Kavya Mehta,49,Freelancer,Jaipur,2025-03,65426,16096,9959,6461,5404,1609,3739,0,15388,58656,6770,0.1,High Spender,High
16,Kavya Mehta,49,Freelancer,Jaipur,2025-04,71750,17233,11420,4461,3222,6064,6825,0,9301,58526,13224,0.18,Balanced,Medium
16,Kavya Mehta,49,Freelancer,Jaipur,2025-05,70679,18624,11910,4702,7846,4745,2049,0,4837,54713,15966,0.23,Balanced,Medium
16,Kavya Mehta,49,Freelancer,Jaipur,2025-06,75346,17493,8761,5237,7415,4624,1720,0,17670,62920,12426,0.16,Balanced,Medium
16,Kavya Mehta,49,Freelancer,Jaipur,2025-07,70224,12629,6363,5217,11506,2281,5392,3497,7451,54336,15888,0.23,Balanced,Medium
16,Kavya Mehta,49,Freelancer,Jaipur,2025-08,72090,8888,6009,7160,12776,4246,5146,6499,16948,67672,4418,0.06,High Spender,High
16,Kavya Mehta,49,Freelancer,Jaipur,2025-09,66727,12554,11653,5585,11290,6477,2580,3620,6018,59777,6950,0.1,High Spender,High
16,Kavya Mehta,49,Freelancer,Jaipur,2025-10,65104,11752,5387,2111,6044,4976,4488,4051,15262,54071,11033,0.17,Balanced,Medium
16,Kavya Mehta,49,Freelancer,Jaipur,2025-11,73716,20160,7793,5124,10239,7114,5986,11298,6378,74092,0,0.0,High Spender,High
